seg_id,time_to_failure
seg_69dbad,3.7270503
seg_6a05e7,2.6547577
seg_6a116b,3.6854737
seg_6a26de,2.8791912
seg_6a45a0,2.1586843
seg_6a4ad1,4.657603
seg_6ab188,5.4085197
seg_6ac67a,1.4986597
seg_6ac82a,2.4812117
seg_6ae32d,2.7419953
seg_6b0107,3.855038
seg_6b2ce0,3.7786906
seg_6b3a9d,3.1300917
seg_6b4e04,7.5606227
seg_6b536d,3.6312244
seg_6b9511,5.3758535
seg_6b9d02,3.9829783
seg_6be48e,2.7115755
seg_6c292b,4.2089005
seg_6c309f,2.6161604
seg_6c34c2,2.854471
seg_6c8a45,3.7793324
seg_6c909f,2.2138534
seg_6cfb76,3.3835747
seg_6d01a3,6.135261
seg_6d35cd,2.5584657
seg_6d36a1,7.9905047
seg_6d4109,4.811398
seg_6d4fa6,4.1113396
seg_6d6fad,3.0693884
seg_6da1ff,4.3469186
seg_6dac5d,7.02758
seg_6dd0fc,3.290826
seg_6de4fd,6.6027923
seg_6de935,6.9100204
seg_6df48e,8.095812
seg_6dfab7,3.6003296
seg_6e12ae,3.8809497
seg_6e12ee,3.0831263
seg_6e1ee7,6.7287655
seg_6e572a,1.112114
seg_6e5a38,1.6702998
seg_6e7f73,7.030463
seg_6e98aa,3.4429736
seg_6eb146,6.537047
seg_6ed49a,5.561544
seg_6edcb8,4.4105844
seg_6eedcc,5.408176
seg_6f17de,1.6993926
seg_6f2222,3.3085184
seg_6f3d90,4.5267544
seg_6f60b2,4.15083
seg_6f650f,7.3716264
seg_6f9a98,4.3407445
seg_6fb17f,4.0211983
seg_6fc3ef,7.517696
seg_6fc8b3,4.4697084
seg_6fd5bb,3.8377964
seg_7012af,6.965874
seg_7020c5,4.681025
seg_702e03,3.1819441
seg_703cea,5.507171
seg_705463,2.5824938
seg_708349,6.330816
seg_70991d,3.4872084
seg_709b6a,6.4597297
seg_709d08,3.8537188
seg_70a60e,3.6217647
seg_70b375,5.059705
seg_70be4d,5.368186
seg_70e891,3.3871002
seg_70edf5,4.5606246
seg_70fb30,8.212076
seg_7120ac,4.0061283
seg_71238c,7.1650486
seg_71348a,1.1418209
seg_715e2c,5.4965453
seg_715ff6,5.8942904
seg_7189ca,5.136493
seg_718b53,2.0471659
seg_71936f,3.547429
seg_71b4e0,2.7195268
seg_71b975,2.7197268
seg_71c9e9,1.9132735
seg_71f571,3.7436664
seg_7211f1,5.5361824
seg_724df9,0.062219072
seg_725772,5.001995
seg_725e84,2.6790917
seg_727fc7,2.2088885
seg_72858d,3.2330012
seg_72859b,2.5561707
seg_72aba8,3.8801093
seg_72b68c,6.6794186
seg_72c307,4.4959326
seg_72ebda,3.8156536
seg_72f40a,4.966456
seg_730ebe,2.2111492
seg_734a88,6.3524923
seg_73565e,3.268437
seg_735cdd,2.818565
seg_73858d,6.825248
seg_738be6,2.6098182
seg_739643,4.956296
seg_739679,1.0391155
seg_739856,7.0139337
seg_739fb0,3.3288472
seg_73ab4a,2.9174464
seg_73b0f7,3.8645031
seg_740837,3.5305164
seg_741fc1,4.485332
seg_74235f,4.60171
seg_7428e7,4.113968
seg_743775,6.2357564
seg_74537f,4.640866
seg_746d1d,3.7855253
seg_7480f4,6.085131
seg_74b264,1.9741838
seg_74b3bd,4.797522
seg_74ce61,6.1228223
seg_74d58a,7.3476024
seg_74d8cc,3.187882
seg_74dda9,4.2638025
seg_74f330,2.9829981
seg_74fcfc,6.768706
seg_74ffde,4.957517
seg_750244,4.282252
seg_750c93,2.0793424
seg_750d20,3.9993606
seg_750e7e,5.6047454
seg_75211e,4.752993
seg_753190,5.402248
seg_753ba6,2.5812871
seg_7540f3,3.9207473
seg_75438e,3.6765068
seg_755d50,2.493496
seg_75654d,3.765081
seg_758374,1.8849329
seg_758ca4,3.4291832
seg_759fb1,4.2204113
seg_75a878,2.92593
seg_75c34b,3.7750866
seg_75cd6a,3.5563405
seg_75dc3e,3.3788295
seg_75e669,1.9477915
seg_75e93c,3.8394446
seg_75eb90,5.1266427
seg_75ffc9,3.746826
seg_760d70,2.3367703
seg_76106f,6.866367
seg_762188,7.832581
seg_762be4,3.1311383
seg_7630c5,6.852526
seg_766e42,2.8239617
seg_76b76f,7.9690614
seg_76c2fa,3.708675
seg_76d16c,5.395733
seg_76e914,3.6210227
seg_76f1af,2.6042507
seg_76f3f2,5.5568805
seg_76f76d,4.1443067
seg_774ad2,2.7055652
seg_77bf79,1.1940649
seg_77c546,2.0932624
seg_77db7b,5.420955
seg_77dbe7,3.2224755
seg_77df38,6.1514697
seg_77e7bf,2.018933
seg_77ea14,2.9372318
seg_77f9e3,2.4394503
seg_77fe77,3.7743998
seg_7848f8,9.438588
seg_7862ed,3.1187825
seg_786ff6,4.416588
seg_78852d,3.2867775
seg_78addc,6.339753
seg_78d817,2.795834
seg_78db0a,5.683207
seg_78ded2,2.667984
seg_78fc4b,6.3790607
seg_790108,5.538573
seg_7949da,1.9203695
seg_79c47a,2.681114
seg_79dc90,5.953385
seg_79e301,2.95716
seg_7a09ec,5.5208964
seg_7a521c,2.6903007
seg_7a5243,4.40351
seg_7a9228,2.6438317
seg_7a9f2b,8.133837
seg_7aeca4,6.3740244
seg_7b0936,6.8815465
seg_7b2994,2.8822572
seg_7b3017,6.0552874
seg_7b5f90,5.6575117
seg_7bb771,3.3297317
seg_7bec10,7.99229
seg_7bf143,2.0402694
seg_7c0376,3.3551047
seg_7c10c1,3.4184463
seg_7c2beb,5.742157
seg_7c2c48,2.2644157
seg_7c6c31,6.365014
seg_7c88d1,2.5364842
seg_7c9433,4.184552
seg_7cb417,2.358878
seg_7cbb45,2.6457293
seg_7cd6b1,4.3672476
seg_7cdfe5,1.8927088
seg_7ce9cb,3.6932948
seg_7cef95,5.6918364
seg_7d17eb,7.607832
seg_7d2535,2.6139717
seg_7d2e57,5.6101933
seg_7d65c7,6.6584725
seg_7d718e,6.8818426
seg_7d88e3,5.6129475
seg_7d994f,2.6831958
seg_7ddc30,5.825068
seg_7df3dd,4.305261
seg_7e3b3e,2.295906
seg_7e9eb7,7.536115
seg_7eb108,7.5996466
seg_7ebdc3,3.0401888
seg_7ed2dd,2.982293
seg_7ef97b,3.5001223
seg_7efdd5,5.3547525
seg_7f3ab0,3.7681336
seg_7f5b6f,6.7736354
seg_7f786b,3.8323636
seg_7f93b2,2.235008
seg_7f9b3a,5.2885528
seg_7fa6ec,5.1613393
seg_7fac26,6.2680545
seg_7fd3a3,2.7208772
seg_7fd6b7,6.180125
seg_80211c,6.8098207
seg_804fb5,5.955903
seg_80622d,5.7656
seg_807901,2.220278
seg_80b9b4,4.52462
seg_80fb86,4.140839
seg_812962,3.5379937
seg_812a50,3.189042
seg_813aab,3.5343614
seg_814b1f,2.8830523
seg_816b7a,2.384446
seg_818382,3.8879628
seg_81a8ea,7.2546015
seg_81bebd,7.086933
seg_81c1a6,6.907488
seg_81c432,2.7153435
seg_81f798,2.0581625
seg_8200d2,2.3373694
seg_82303e,2.9822721
seg_82316b,4.8355823
seg_8244bf,3.2194219
seg_82456a,2.56144
seg_826208,3.2086697
seg_827804,2.2260518
seg_827a21,3.4284525
seg_827c07,2.4881966
seg_82c138,4.32549
seg_82ce27,2.9007733
seg_82d7b6,2.5372984
seg_830cff,2.4857447
seg_8310ea,5.988901
seg_8324a4,4.459756
seg_8328f5,4.337653
seg_832a4d,2.271551
seg_8344ee,3.364499
seg_8353f5,6.6098094
seg_836aac,3.2287471
seg_836ef0,1.8170278
seg_83bef8,3.8566298
seg_83cb2c,2.7098935
seg_83dc2e,6.822704
seg_83ef67,6.7986298
seg_83f476,3.4694657
seg_83f89e,5.2415648
seg_83f928,6.949372
seg_8456d3,3.45548
seg_845a2a,6.91393
seg_8472f3,8.444258
seg_848695,2.8389156
seg_84a65d,5.4651723
seg_84b9d9,3.891712
seg_84c7fb,3.4680486
seg_84fc12,6.3018975
seg_8509db,4.028663
seg_850d95,3.8392122
seg_8515fd,3.5240338
seg_853302,4.671274
seg_854d91,5.866283
seg_857304,2.3175042
seg_85762d,3.2003229
seg_8599ec,2.0458145
seg_85c1c0,2.0602791
seg_85e90e,4.7800426
seg_85e9c6,5.8398275
seg_85fb0a,1.5659755
seg_864fcf,3.311324
seg_8658b3,6.1978836
seg_86720f,5.2938585
seg_8681aa,5.8362737
seg_86892f,2.7494931
seg_868c85,4.413648
seg_86cfe9,4.4244895
seg_86d847,6.6482744
seg_86e874,2.343068
seg_87232d,4.4816885
seg_876904,5.948536
seg_8773cf,2.6379793
seg_8777bd,7.3497715
seg_8785e2,3.3617995
seg_878d2c,5.6508846
seg_87a616,2.3073108
seg_87a67a,4.3742723
seg_87e4e8,2.8688467
seg_87f6c8,5.3678045
seg_8826f4,2.6420293
seg_885f53,5.981975
seg_8866f0,2.0265925
seg_88a81d,2.727677
seg_88b289,7.1239114
seg_890181,4.523389
seg_89791c,2.7783535
seg_89885a,4.854825
seg_899bf0,3.840805
seg_89b090,0.963023
seg_89d8a0,2.5911074
seg_89e207,3.585693
seg_89eed6,2.9279633
seg_89f975,3.5590932
seg_8a3306,3.758888
seg_8a41bf,3.0822406
seg_8a6b0e,2.9027355
seg_8a7201,4.510392
seg_8a8220,4.103006
seg_8a8375,6.353182
seg_8ab3a7,2.6476948
seg_8ae847,3.4159153
seg_8aeb99,5.3700066
seg_8b39c4,4.824573
seg_8b798b,7.6377783
seg_8baeab,2.6023736
seg_8bc20c,1.5238202
seg_8bde47,8.08912
seg_8be2da,3.688193
seg_8be76c,1.0791988
seg_8bec6f,3.368389
seg_8bf229,4.004022
seg_8c0114,2.717561
seg_8c1760,5.0778055
seg_8c1cca,3.3722513
seg_8c1e7d,1.9696997
seg_8c341c,5.8046384
seg_8c6d4e,3.2160006
seg_8c6e34,3.3988764
seg_8cd159,2.7204473
seg_8cdf83,2.0104656
seg_8ce632,2.2073467
seg_8cf573,2.5411325
seg_8d030a,2.821481
seg_8d135f,5.5005445
seg_8d3a9d,4.8863297
seg_8d4435,3.5855553
seg_8d4965,3.4977248
seg_8d5113,4.6785865
seg_8d6578,2.6953957
seg_8d6a7d,3.4319122
seg_8da61a,4.7713785
seg_8db6f0,5.1353016
seg_8dcf3c,6.219116
seg_8dd2ab,2.2071164
seg_8dd3ba,3.0730515
seg_8dfc7e,3.0888274
seg_8dfd7a,1.4402376
seg_8e5704,6.148028
seg_8e6a3f,5.888115
seg_8e7194,3.90261
seg_8e7fca,3.8893363
seg_8ebdea,6.2971
seg_8f1127,1.9963679
seg_8f25b0,8.071776
seg_8f3247,4.9984117
seg_8f3dfe,3.97675
seg_8f4654,3.5057695
seg_8f4781,2.4939299
seg_8f5589,4.877992
seg_8f592b,7.5633993
seg_8f6284,2.684103
seg_8fb0d0,4.0503817
seg_8fb29e,7.123147
seg_8fb828,6.1722555
seg_8fc754,6.1515026
seg_8fd465,2.327823
seg_902074,4.1932936
seg_902bc1,3.198445
seg_903aba,6.4191422
seg_907c52,3.638679
seg_90a0be,3.692205
seg_90b174,2.001737
seg_90bf60,6.4310107
seg_90c258,6.95279
seg_90e904,2.1146648
seg_90ec68,6.707918
seg_90ef18,7.5642166
seg_911066,3.4326568
seg_9122aa,2.4967873
seg_913ffc,3.6402895
seg_914a62,2.6702895
seg_91596c,5.7533484
seg_915b3e,2.9743662
seg_91607c,2.5680761
seg_919a6a,0.5832064
seg_919c5c,2.9909418
seg_91bf8c,2.127836
seg_91cff2,1.9969542
seg_91eaeb,2.871498
seg_91f512,3.7702203
seg_91f664,3.555902
seg_91fc29,3.1785185
seg_920132,6.8353806
seg_92092a,4.223452
seg_922914,4.0511703
seg_922990,3.3727317
seg_92310f,4.7901793
seg_929ded,3.7378523
seg_92a5f1,3.8190515
seg_92af10,6.3133674
seg_92b095,2.000486
seg_92bd37,3.1116948
seg_92be9f,3.3382318
seg_931244,7.539169
seg_93211c,6.006558
seg_932828,6.3694315
seg_934087,1.7266489
seg_939f5c,5.7025957
seg_93d864,3.2690187
seg_93f935,2.5343957
seg_941759,4.7738285
seg_943de0,6.804249
seg_944c98,2.4895785
seg_945bc8,3.1556191
seg_946d71,7.4440026
seg_946d9a,3.540324
seg_947700,3.6218257
seg_9485c0,2.9545953
seg_94a133,3.0919394
seg_94aa0a,4.1395206
seg_94c48c,4.9431543
seg_94d150,3.2988095
seg_94d573,4.52994
seg_94ecad,6.3858767
seg_950048,3.4725246
seg_952faa,3.5474513
seg_95357d,3.6590292
seg_95644e,4.0699425
seg_957ece,0.3623874
seg_95b321,2.4251003
seg_95f45e,5.464444
seg_961d02,2.532549
seg_961ddf,1.9738828
seg_9626a4,2.4014957
seg_96642e,2.943481
seg_966f3d,1.6406008
seg_967ae4,5.792422
seg_96cd5d,3.2902439
seg_96dab2,6.8271074
seg_96db5e,3.3326833
seg_96fa35,3.1686928
seg_970b35,3.093344
seg_970e86,6.3076587
seg_974049,4.0688353
seg_9757ac,5.9267216
seg_979a8f,3.14316
seg_97a161,3.9286778
seg_97ad82,4.7538733
seg_97d9ed,6.827777
seg_97e4a9,6.534903
seg_9802c3,3.4370759
seg_9825e0,4.5994287
seg_983778,6.566281
seg_986976,4.599873
seg_986b6e,6.4807405
seg_9872f9,5.3240366
seg_988e69,1.634815
seg_98a819,5.5532427
seg_98be13,4.704235
seg_98c0b6,2.7347112
seg_98c44d,2.9918332
seg_98c544,3.0539029
seg_98ebaa,6.286652
seg_98f624,6.2291684
seg_9940e8,7.601248
seg_996c37,6.78038
seg_99ccbd,2.5791497
seg_99f677,3.7515402
seg_99f76c,2.877056
seg_9a1a4f,3.764523
seg_9a1c76,3.537475
seg_9a43ef,5.636102
seg_9a6025,4.289357
seg_9a74d8,3.9635875
seg_9a7c46,5.660121
seg_9a7d1d,1.4376451
seg_9a812d,3.8819547
seg_9a81a3,5.2196484
seg_9a8a1f,2.4753253
seg_9a9041,5.1157045
seg_9a92db,3.4270322
seg_9aa6e2,2.5618718
seg_9ab405,2.4797525
seg_9ad261,4.78181
seg_9ad925,7.052144
seg_9ae1a1,7.9968376
seg_9b0439,3.7908494
seg_9b44d2,7.5234785
seg_9b7ef8,10.076431
seg_9b7f93,3.4386296
seg_9bab11,7.0554786
seg_9bd388,5.1997495
seg_9bee43,2.077306
seg_9c00d7,5.594335
seg_9c090f,3.691418
seg_9c2843,2.2073417
seg_9c3d6a,6.0405903
seg_9c3ef8,5.3682146
seg_9c635d,5.748683
seg_9c6715,1.3422749
seg_9c8162,4.0904055
seg_9c8bc8,2.9455488
seg_9ca72e,2.0420966
seg_9caf50,6.2188926
seg_9cb464,3.0305529
seg_9d1b26,2.8436606
seg_9d1dbe,6.514967
seg_9d2528,3.5714638
seg_9d3013,6.687208
seg_9d452d,2.633433
seg_9d57a1,5.711774
seg_9d68cf,2.3227723
seg_9d6ff0,2.3581455
seg_9d7490,3.5445411
seg_9d79d4,2.9405234
seg_9dcae1,3.7785225
seg_9ddc99,4.0918107
seg_9dea8d,3.7502787
seg_9df32d,2.8677847
seg_9e25e9,3.445452
seg_9e3837,2.8865743
seg_9e61da,2.248748
seg_9e7dff,3.8359308
seg_9e8323,2.924768
seg_9e8ca4,6.0044355
seg_9e962b,5.450817
seg_9ee0aa,3.850027
seg_9f042e,4.756116
seg_9f12c6,2.620524
seg_9f22a0,6.0352197
seg_9f4fd4,6.7772527
seg_9f57c4,5.1361866
seg_9f6315,4.3501606
seg_9f7542,6.295894
seg_9fc7c2,3.28877
seg_9fd9b8,4.984475
seg_9fe8b9,4.128658
seg_a00985,4.307713
seg_a009e6,5.206731
seg_a03e6a,1.9193479
seg_a05c22,2.5765204
seg_a06228,3.7945366
seg_a0646a,1.8438962
seg_a0979e,5.2178864
seg_a0a423,2.8909552
seg_a11dd5,2.2854178
seg_a12acb,3.4646912
seg_a133bc,2.8543446
seg_a14212,2.8007104
seg_a16a1b,2.4676447
seg_a173d8,3.2851741
seg_a18246,4.8754745
seg_a1a511,1.1179008
seg_a1acb2,4.2200656
seg_a1b3cc,3.1690068
seg_a1d8da,5.8422275
seg_a1e5b0,5.8505936
seg_a1edc1,1.5761924
seg_a247ac,6.49
seg_a25c46,2.7861698
seg_a2986f,5.8205476
seg_a2c108,7.662142
seg_a2d47d,3.214891
seg_a2e2c8,2.8394415
seg_a2fd8b,2.4251723
seg_a31d6e,5.3332815
seg_a31fe3,5.4524007
seg_a35c82,5.275086
seg_a35e7c,6.3696747
seg_a39ebc,3.195871
seg_a39f3b,4.8095574
seg_a39fa8,6.7536945
seg_a3ab46,3.657782
seg_a3d4d6,3.103211
seg_a41c2c,4.125599
seg_a4208a,2.4817257
seg_a420d4,2.3039324
seg_a436bc,6.2312183
seg_a437cb,3.3205316
seg_a45455,3.4049337
seg_a47cce,5.6065207
seg_a489e1,4.7871985
seg_a49ccc,2.8112948
seg_a4ad7c,7.0635724
seg_a4e745,5.1873255
seg_a50d28,7.227636
seg_a5271e,3.067383
seg_a53e4c,3.9634912
seg_a543e5,5.87624
seg_a55540,7.1537127
seg_a55a17,2.151478
seg_a56c04,4.465812
seg_a58a6e,3.2890916
seg_a5934a,7.582811
seg_a5d37f,3.820753
seg_a5dea6,6.861014
seg_a5f4dd,4.875052
seg_a5fbcc,3.132646
seg_a61e1c,3.0399454
seg_a63573,3.0128787
seg_a674d2,5.9655375
seg_a68007,2.5830057
seg_a68ffb,5.211147
seg_a69246,7.1350384
seg_a6959c,5.5691156
seg_a6bf91,4.1230936
seg_a6c5cc,1.9511383
seg_a6cd86,2.8486702
seg_a6e801,0.67207974
seg_a6e99c,1.8933194
seg_a6eed3,2.6075165
seg_a704ee,4.049476
seg_a7561c,2.4115462
seg_a7b454,3.6688516
seg_a7d0eb,3.7900147
seg_a7e49b,3.1614861
seg_a80123,4.041452
seg_a802fa,6.4971094
seg_a80f6f,5.1039886
seg_a82229,5.779957
seg_a84c13,3.3990436
seg_a86231,3.4491956
seg_a8685e,5.1467295
seg_a86a05,4.632864
seg_a87e79,3.7607274
seg_a88097,7.7530365
seg_a88dde,4.890127
seg_a8bb2f,3.6880162
seg_a8ddf7,2.180038
seg_a8e6df,2.9513729
seg_a8e71a,2.408471
seg_a9089b,1.8971925
seg_a91c03,5.414234
seg_a93a88,5.2749915
seg_a96b47,2.1219022
seg_a975df,2.7069428
seg_a99161,2.4923735
seg_a99799,3.1825511
seg_a99be9,7.54444
seg_a9a820,1.6039926
seg_a9b957,3.2094362
seg_a9f80e,4.1383805
seg_aa0180,2.7581635
seg_aa1adf,4.9536357
seg_aa508a,2.4378698
seg_aa78e0,5.14645
seg_aa7a4b,3.8189874
seg_aa98cc,5.283103
seg_aa9b8e,5.1308265
seg_aaa2ae,3.0000226
seg_aabc52,6.8331685
seg_aae025,5.9990745
seg_ab001b,2.971789
seg_ab15ad,3.986183
seg_ab2a78,2.307683
seg_ab3f14,5.709428
seg_ab4bca,1.8649155
seg_ab644e,3.8927846
seg_ab70bd,4.0999475
seg_ab9654,7.476712
seg_aba501,3.0008106
seg_abaad2,6.874669
seg_abb03a,3.4138458
seg_abb06a,3.4495907
seg_abc5fd,5.982179
seg_abda04,5.98223
seg_abeca6,7.4106164
seg_ac45ae,4.815552
seg_ac5c61,5.971685
seg_ac68bb,2.350989
seg_ac9de5,2.0066495
seg_acd715,7.6144624
seg_acf2f4,6.0359745
seg_ad3a44,1.0720807
seg_ad3cf0,2.3924005
seg_ad591c,4.485001
seg_ad759c,3.6421824
seg_ad82ca,4.095972
seg_ad949a,1.6962101
seg_ada42c,3.1344762
seg_ada81a,6.9332614
seg_ade769,3.7468176
seg_adf94a,3.0824034
seg_adf986,3.4484649
seg_ae32a6,4.1861515
seg_ae3388,4.409581
seg_ae3d92,2.5503833
seg_ae42b3,7.74812
seg_ae9626,2.3144996
seg_ae9761,7.2483315
seg_aec276,7.3094554
seg_aed434,3.6906214
seg_aee7c0,7.286761
seg_aee9bf,2.764504
seg_aeeb31,1.9533662
seg_af1650,2.613036
seg_af2472,2.743737
seg_af6204,2.93235
seg_af703b,7.19114
seg_af959f,6.274891
seg_afa4a1,4.1066194
seg_afadfb,4.825471
seg_afca81,2.5930204
seg_afd665,3.542423
seg_b00f05,4.818844
seg_b02e31,5.7588224
seg_b03de5,7.448417
seg_b08e9d,7.4707723
seg_b0a794,2.3715556
seg_b0bf65,3.9207354
seg_b0cf32,7.4791155
seg_b0d251,4.445546
seg_b0f9cd,4.56354
seg_b108c9,2.678668
seg_b13220,2.0166342
seg_b13fb9,4.4252257
seg_b197e2,3.7184732
seg_b1a35c,5.022255
seg_b1b95e,3.53357
seg_b1fea8,2.0350604
seg_b20487,7.338068
seg_b21273,3.8263717
seg_b23489,2.8646083
seg_b253ee,2.5482337
seg_b25dde,2.986174
seg_b26368,3.3744378
seg_b284b2,3.7939157
seg_b291c0,3.7126918
seg_b2b29d,5.381463
seg_b2b331,2.7254915
seg_b2e045,3.8263984
seg_b31961,2.5219738
seg_b32d1d,3.6318376
seg_b35174,6.09055
seg_b36650,3.4724941
seg_b36c8a,3.082527
seg_b378bc,1.4023895
seg_b3883e,3.5543895
seg_b3cf21,4.0413165
seg_b3d886,3.1206052
seg_b402ac,4.7287836
seg_b41d3c,2.9692216
seg_b42170,2.6717813
seg_b4402d,6.9541254
seg_b44c2e,5.464326
seg_b47c19,4.7076097
seg_b4c040,3.3983614
seg_b4cb44,6.735483
seg_b4f7a8,4.6080585
seg_b50239,2.02537
seg_b51380,7.401492
seg_b51b7c,3.6454916
seg_b52710,2.9586716
seg_b52add,7.428802
seg_b52dac,3.1191535
seg_b54024,0.92007107
seg_b568c6,4.86028
seg_b57e76,5.469779
seg_b5804a,2.433366
seg_b58542,2.1178708
seg_b5a447,4.43903
seg_b5aee9,2.9724884
seg_b6254c,1.730449
seg_b63de1,1.6689749
seg_b64c9c,5.607962
seg_b66b87,3.0924563
seg_b686e5,1.9518553
seg_b687fc,3.0403764
seg_b691c5,2.277433
seg_b69455,7.316523
seg_b695b3,3.9423018
seg_b6bdaa,4.943151
seg_b6c10d,4.4617343
seg_b6cb2b,2.8669055
seg_b72413,6.182221
seg_b735a5,5.5164204
seg_b77bf5,8.633192
seg_b782c7,6.290846
seg_b78883,6.7858076
seg_b7a8a1,6.316727
seg_b7b098,2.3759239
seg_b7da0a,1.9135802
seg_b7eeb6,4.0628824
seg_b80358,5.492655
seg_b80366,5.0374236
seg_b80b89,3.141247
seg_b8141c,2.209491
seg_b853c1,5.4993057
seg_b853f8,5.024581
seg_b86ce1,2.9711576
seg_b8725b,2.802575
seg_b8745c,6.681551
seg_b87cf5,6.4475136
seg_b88baa,5.5285106
seg_b89218,8.139809
seg_b89e47,2.7610188
seg_b8b72f,4.2726593
seg_b8bb87,7.647858
seg_b8fd73,7.7881794
seg_b91011,4.67646
seg_b917b5,5.058748
seg_b91ae2,3.0442212
seg_b9361a,3.2077553
seg_b9365c,2.3545299
seg_b947ae,3.362254
seg_b95010,2.1914842
seg_b95a77,7.9580426
seg_b9619c,2.414663
seg_b9ad7f,4.4229655
seg_b9bdd7,3.3891985
seg_b9d8a0,6.0524106
seg_b9de03,2.4602864
seg_b9ec4b,2.4240732
seg_ba0485,6.0668893
seg_ba1d68,2.5439622
seg_ba2c48,4.3191776
seg_ba3c47,1.5508957
seg_ba3e74,2.4621465
seg_ba4ea3,7.1320524
seg_ba5e7e,2.7018313
seg_ba83da,2.7229116
seg_ba941e,5.7603803
seg_ba98dc,3.2238061
seg_ba9dbf,2.8438926
seg_baa745,4.3168235
seg_bb171f,4.898903
seg_bb180c,3.7417233
seg_bb2d77,3.2667449
seg_bb5e15,2.7644916
seg_bb6904,3.1033077
seg_bb6fcb,4.409727
seg_bb92b1,3.7709625
seg_bbb01e,4.7336245
seg_bbbc30,3.6748078
seg_bbf805,2.8659863
seg_bbfd4e,5.6634855
seg_bc07c8,1.4364623
seg_bc1d67,4.6828322
seg_bc2186,4.788627
seg_bc437b,7.1211944
seg_bca500,4.07388
seg_bcc8f1,5.0167027
seg_bce23c,5.2379346
seg_bce305,2.9767172
seg_bcf2d9,3.79591
seg_bcf6af,4.623569
seg_bcfad6,3.005716
seg_bd00c4,3.2667925
seg_bd2b0c,3.2356424
seg_bd31bf,4.0436506
seg_bd40f2,6.051087
seg_bd4d30,3.977158
seg_bd5022,2.5224943
seg_bd629b,3.3421423
seg_bd6f5f,6.972672
seg_bd7109,5.0875177
seg_bdae02,7.17941
seg_bdf84b,4.377733
seg_be0cdc,1.3943845
seg_be0dfa,4.875503
seg_be19e2,5.536801
seg_be30ce,3.432576
seg_be4612,6.8930774
seg_be62ef,4.798728
seg_be65f2,1.8647004
seg_be811d,2.351527
seg_beb650,4.695186
seg_beda44,5.0588965
seg_bee792,3.5164318
seg_bf1294,3.2930706
seg_bf1430,4.56785
seg_bf1a72,3.1751
seg_bf2d1f,6.5148225
seg_bf4bf2,2.0116863
seg_bf4ec0,4.296009
seg_bf58ce,6.9976544
seg_bf7224,2.1820126
seg_bfdd14,1.6301851
seg_bfe0b6,7.6818657
seg_bff05e,4.7709484
seg_bff392,2.5028765
seg_c01a57,2.9259052
seg_c01d9a,6.633876
seg_c01f63,6.592126
seg_c0260d,3.669915
seg_c047b7,2.977258
seg_c05a7d,7.101802
seg_c07b7c,2.9386528
seg_c08d36,3.237923
seg_c09a41,2.285756
seg_c0c0ed,4.645986
seg_c0d7da,2.28275
seg_c0e1b9,3.842932
seg_c0ea9f,3.6019251
seg_c106ca,3.311869
seg_c10a58,5.206978
seg_c11828,2.0902226
seg_c11a4f,2.6867328
seg_c12d7d,6.9770923
seg_c146a8,3.993159
seg_c15d21,5.2668843
seg_c17817,2.272718
seg_c179f8,5.625568
seg_c183e4,2.1613164
seg_c186dc,3.1527772
seg_c18d5a,3.262932
seg_c1fe9a,2.6141179
seg_c20a27,3.4485178
seg_c20c06,2.9574733
seg_c21723,3.3590553
seg_c21d60,2.492835
seg_c22bd4,6.4419885
seg_c23429,3.3243937
seg_c23641,3.4053044
seg_c243a6,0.57543695
seg_c24946,3.0302129
seg_c25855,6.7367125
seg_c267a5,3.7571568
seg_c26fb4,1.1659533
seg_c27591,3.9187162
seg_c2a0c8,3.227515
seg_c2b8f7,5.3490143
seg_c3507f,3.3873026
seg_c35940,1.7719729
seg_c365de,2.172762
seg_c3836b,2.4550936
seg_c3f672,5.72199
seg_c3f8d7,3.0400372
seg_c41d1d,2.751179
seg_c42490,2.8062363
seg_c42952,3.5802212
seg_c44bbc,3.4272277
seg_c46ce6,3.493236
seg_c472cf,6.1433463
seg_c47bdc,4.6400247
seg_c4af54,2.2472246
seg_c5064e,5.3337736
seg_c509ff,3.2818644
seg_c522f8,5.0581923
seg_c5256d,3.7318685
seg_c52ae6,2.2552817
seg_c5325c,9.584776
seg_c550b1,6.7123327
seg_c565bd,4.0757523
seg_c571ef,3.4167461
seg_c588c1,6.9798765
seg_c58ca5,5.1295485
seg_c5abaa,3.7139575
seg_c5c455,4.4701557
seg_c5c6ea,4.7881885
seg_c5dada,3.0651636
seg_c5dee4,2.1203945
seg_c5f986,3.1515162
seg_c5fc3b,5.283223
seg_c5fc87,2.619686
seg_c607eb,1.6110413
seg_c60dca,3.213354
seg_c60f1d,1.8398751
seg_c627fc,5.665743
seg_c62a06,3.199944
seg_c65135,1.9601824
seg_c654e7,3.1169372
seg_c666dd,3.817848
seg_c671f7,4.1534586
seg_c6b514,2.787832
seg_c6c29f,3.2583208
seg_c6f0a2,2.7751405
seg_c6f533,2.1108813
seg_c6f9c2,4.049139
seg_c703be,5.1547537
seg_c70fde,4.6545043
seg_c714d0,8.221627
seg_c73df6,2.5497062
seg_c747ad,7.7081695
seg_c747b4,4.050764
seg_c7a3bc,1.8925501
seg_c7a401,3.1482286
seg_c7a579,5.155016
seg_c7b424,6.371797
seg_c80857,8.0595665
